dataset,attack,alpha,round,n_flagged,n_rescued,n_rescued_correct,n_rescued_wrong
fashion-mnist,on_off,0.1,35,1,0.0,0.0,0.0
fashion-mnist,on_off,0.1,36,6,0.0,0.0,0.0
fashion-mnist,on_off,0.1,37,5,0.0,0.0,0.0
fashion-mnist,on_off,0.1,38,2,0.0,0.0,0.0
fashion-mnist,on_off,0.1,39,1,0.0,0.0,0.0
fashion-mnist,on_off,0.1,40,1,0.0,0.0,0.0
fashion-mnist,on_off,0.1,41,5,0.0,0.0,0.0
fashion-mnist,on_off,0.1,42,4,0.0,0.0,0.0
fashion-mnist,on_off,0.1,43,3,0.0,0.0,0.0
fashion-mnist,on_off,0.1,44,4,0.0,0.0,0.0
fashion-mnist,on_off,0.1,45,4,0.0,0.0,0.0
fashion-mnist,on_off,0.1,46,2,0.0,0.0,0.0
fashion-mnist,on_off,0.1,47,2,0.0,0.0,0.0
fashion-mnist,on_off,0.1,48,3,0.0,0.0,0.0
fashion-mnist,on_off,0.1,49,3,0.0,0.0,0.0
fashion-mnist,on_off,0.1,50,4,1.0,1.0,0.0
fashion-mnist,on_off,0.25,11,2,0.0,0.0,0.0
fashion-mnist,on_off,0.25,12,1,0.0,0.0,0.0
fashion-mnist,on_off,0.25,13,2,0.0,0.0,0.0
fashion-mnist,on_off,0.25,14,2,0.0,0.0,0.0
fashion-mnist,on_off,0.25,16,3,0.0,0.0,0.0
fashion-mnist,on_off,0.25,17,1,0.0,0.0,0.0
fashion-mnist,on_off,0.25,18,4,0.0,0.0,0.0
fashion-mnist,on_off,0.25,19,2,0.0,0.0,0.0
fashion-mnist,on_off,0.25,20,2,0.0,0.0,0.0
fashion-mnist,on_off,0.25,21,4,0.0,0.0,0.0
fashion-mnist,on_off,0.25,22,1,0.0,0.0,0.0
fashion-mnist,on_off,0.25,23,1,0.0,0.0,0.0
fashion-mnist,on_off,0.25,24,2,0.0,0.0,0.0
fashion-mnist,on_off,0.25,25,1,0.0,0.0,0.0
fashion-mnist,on_off,0.25,26,3,0.0,0.0,0.0
fashion-mnist,on_off,0.25,27,4,0.0,0.0,0.0
fashion-mnist,on_off,0.25,28,1,0.0,0.0,0.0
fashion-mnist,on_off,0.25,29,1,0.0,0.0,0.0
fashion-mnist,on_off,0.25,31,1,0.0,0.0,0.0
fashion-mnist,on_off,0.25,33,1,0.0,0.0,0.0
fashion-mnist,on_off,0.25,34,2,0.0,0.0,0.0
fashion-mnist,on_off,0.25,35,2,0.0,0.0,0.0
fashion-mnist,on_off,0.25,36,1,0.0,0.0,0.0
fashion-mnist,on_off,0.25,37,1,0.0,0.0,0.0
fashion-mnist,on_off,0.25,38,3,0.0,0.0,0.0
fashion-mnist,on_off,0.25,39,2,0.0,0.0,0.0
fashion-mnist,on_off,0.25,40,1,0.0,0.0,0.0
fashion-mnist,on_off,0.25,41,3,0.0,0.0,0.0
fashion-mnist,on_off,0.25,42,2,0.0,0.0,0.0
fashion-mnist,on_off,0.25,43,2,0.0,0.0,0.0
fashion-mnist,on_off,0.25,44,2,0.0,0.0,0.0
fashion-mnist,on_off,0.25,45,1,0.0,0.0,0.0
fashion-mnist,on_off,0.25,46,2,0.0,0.0,0.0
fashion-mnist,on_off,0.25,47,3,0.0,0.0,0.0
fashion-mnist,on_off,0.25,48,2,0.0,0.0,0.0
fashion-mnist,on_off,0.25,50,2,0.0,0.0,0.0
fashion-mnist,on_off,0.5,11,1,0.0,0.0,0.0
fashion-mnist,on_off,0.5,12,1,0.0,0.0,0.0
fashion-mnist,on_off,0.5,13,2,0.0,0.0,0.0
fashion-mnist,on_off,0.5,16,2,1.0,1.0,0.0
fashion-mnist,on_off,0.5,17,1,1.0,1.0,0.0
fashion-mnist,on_off,0.5,18,2,0.0,0.0,0.0
fashion-mnist,on_off,0.5,20,1,0.0,0.0,0.0
fashion-mnist,on_off,0.5,23,1,0.0,0.0,0.0
fashion-mnist,on_off,0.5,25,2,2.0,2.0,0.0
fashion-mnist,on_off,0.5,26,1,0.0,0.0,0.0
fashion-mnist,on_off,0.5,27,1,0.0,0.0,0.0
fashion-mnist,on_off,0.5,28,2,0.0,0.0,0.0
fashion-mnist,on_off,0.5,29,1,0.0,0.0,0.0
fashion-mnist,on_off,0.5,30,1,1.0,1.0,0.0
fashion-mnist,on_off,0.5,31,1,0.0,0.0,0.0
fashion-mnist,on_off,0.5,32,1,0.0,0.0,0.0
fashion-mnist,on_off,0.5,34,1,1.0,1.0,0.0
fashion-mnist,on_off,0.5,35,1,1.0,1.0,0.0
fashion-mnist,on_off,0.5,36,1,0.0,0.0,0.0
fashion-mnist,on_off,0.5,38,2,0.0,0.0,0.0
fashion-mnist,on_off,0.5,40,1,1.0,1.0,0.0
fashion-mnist,on_off,0.5,41,1,0.0,0.0,0.0
fashion-mnist,on_off,0.5,42,2,0.0,0.0,0.0
fashion-mnist,on_off,0.5,44,1,0.0,0.0,0.0
fashion-mnist,on_off,0.5,45,1,1.0,1.0,0.0
fashion-mnist,on_off,0.5,47,1,0.0,0.0,0.0
fashion-mnist,on_off,0.5,49,1,1.0,1.0,0.0
fashion-mnist,on_off,0.5,50,1,1.0,1.0,0.0
fashion-mnist,on_off,1.0,11,2,0.0,0.0,0.0
fashion-mnist,on_off,1.0,12,2,0.0,0.0,0.0
fashion-mnist,on_off,1.0,13,2,0.0,0.0,0.0
fashion-mnist,on_off,1.0,14,3,0.0,0.0,0.0
fashion-mnist,on_off,1.0,15,1,0.0,0.0,0.0
fashion-mnist,on_off,1.0,16,5,2.0,1.0,1.0
fashion-mnist,on_off,1.0,17,1,0.0,0.0,0.0
fashion-mnist,on_off,1.0,18,1,0.0,0.0,0.0
fashion-mnist,on_off,1.0,19,2,1.0,0.0,1.0
fashion-mnist,on_off,1.0,22,1,0.0,0.0,0.0
fashion-mnist,on_off,1.0,23,2,0.0,0.0,0.0
fashion-mnist,on_off,1.0,24,3,3.0,1.0,2.0
fashion-mnist,on_off,1.0,25,1,0.0,0.0,0.0
fashion-mnist,on_off,1.0,26,3,3.0,2.0,1.0
fashion-mnist,on_off,1.0,27,2,1.0,1.0,0.0
fashion-mnist,on_off,1.0,28,3,0.0,0.0,0.0
fashion-mnist,on_off,1.0,29,2,1.0,1.0,0.0
fashion-mnist,on_off,1.0,30,2,0.0,0.0,0.0
fashion-mnist,on_off,1.0,31,2,1.0,0.0,1.0
fashion-mnist,on_off,1.0,32,4,1.0,0.0,1.0
fashion-mnist,on_off,1.0,33,3,3.0,2.0,1.0
fashion-mnist,on_off,1.0,34,1,0.0,0.0,0.0
fashion-mnist,on_off,1.0,35,2,0.0,0.0,0.0
fashion-mnist,on_off,1.0,36,1,0.0,0.0,0.0
fashion-mnist,on_off,1.0,37,4,4.0,2.0,2.0
fashion-mnist,on_off,1.0,38,1,1.0,1.0,0.0
fashion-mnist,on_off,1.0,39,4,4.0,2.0,2.0
fashion-mnist,on_off,1.0,40,3,1.0,1.0,0.0
fashion-mnist,on_off,1.0,42,2,2.0,1.0,1.0
fashion-mnist,on_off,1.0,43,1,0.0,0.0,0.0
fashion-mnist,on_off,1.0,44,2,2.0,1.0,1.0
fashion-mnist,on_off,1.0,45,3,2.0,2.0,0.0
fashion-mnist,on_off,1.0,46,4,4.0,1.0,3.0
fashion-mnist,on_off,1.0,47,1,0.0,0.0,0.0
fashion-mnist,on_off,1.0,48,1,0.0,0.0,0.0
fashion-mnist,on_off,1.0,49,1,1.0,0.0,1.0
fashion-mnist,on_off,1.0,50,2,1.0,1.0,0.0
fashion-mnist,sign_flip,0.1,11,2,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,12,3,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,13,2,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,14,1,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,16,3,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,17,2,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,18,2,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,19,2,2.0,2.0,0.0
fashion-mnist,sign_flip,0.1,21,3,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,23,2,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,24,1,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,25,2,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,27,2,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,32,1,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,35,2,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,36,2,1.0,1.0,0.0
fashion-mnist,sign_flip,0.1,37,2,1.0,1.0,0.0
fashion-mnist,sign_flip,0.1,38,2,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,39,4,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,40,4,1.0,1.0,0.0
fashion-mnist,sign_flip,0.1,41,3,1.0,1.0,0.0
fashion-mnist,sign_flip,0.1,42,3,3.0,3.0,0.0
fashion-mnist,sign_flip,0.1,43,1,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,44,1,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,46,1,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,47,4,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,48,1,0.0,0.0,0.0
fashion-mnist,sign_flip,0.1,49,2,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,11,5,2.0,2.0,0.0
fashion-mnist,sign_flip,0.25,12,2,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,13,3,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,14,2,2.0,2.0,0.0
fashion-mnist,sign_flip,0.25,16,4,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,17,2,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,18,5,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,19,5,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,21,4,2.0,2.0,0.0
fashion-mnist,sign_flip,0.25,22,2,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,23,5,1.0,1.0,0.0
fashion-mnist,sign_flip,0.25,24,3,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,25,2,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,26,4,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,27,3,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,28,4,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,29,3,1.0,1.0,0.0
fashion-mnist,sign_flip,0.25,30,3,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,31,5,3.0,3.0,0.0
fashion-mnist,sign_flip,0.25,32,1,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,33,4,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,34,3,1.0,1.0,0.0
fashion-mnist,sign_flip,0.25,35,3,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,36,4,2.0,2.0,0.0
fashion-mnist,sign_flip,0.25,37,4,1.0,1.0,0.0
fashion-mnist,sign_flip,0.25,38,5,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,39,4,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,40,3,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,41,3,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,42,1,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,43,3,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,44,5,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,45,2,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,46,3,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,47,5,0.0,0.0,0.0
fashion-mnist,sign_flip,0.25,48,2,1.0,1.0,0.0
fashion-mnist,sign_flip,0.25,49,5,2.0,2.0,0.0
fashion-mnist,sign_flip,0.25,50,3,0.0,0.0,0.0
fashion-mnist,sign_flip,1.0,14,2,1.0,1.0,0.0
fashion-mnist,sign_flip,1.0,17,1,0.0,0.0,0.0
fashion-mnist,sign_flip,1.0,19,1,1.0,1.0,0.0
fashion-mnist,sign_flip,1.0,21,2,0.0,0.0,0.0
fashion-mnist,sign_flip,1.0,24,1,0.0,0.0,0.0
fashion-mnist,sign_flip,1.0,29,1,0.0,0.0,0.0
fashion-mnist,sign_flip,1.0,31,4,2.0,2.0,0.0
fashion-mnist,sign_flip,1.0,33,1,0.0,0.0,0.0
fashion-mnist,sign_flip,1.0,34,1,1.0,1.0,0.0
fashion-mnist,sign_flip,1.0,35,2,2.0,2.0,0.0
fashion-mnist,sign_flip,1.0,36,2,2.0,2.0,0.0
fashion-mnist,sign_flip,1.0,37,1,1.0,1.0,0.0
fashion-mnist,sign_flip,1.0,39,2,2.0,2.0,0.0
fashion-mnist,sign_flip,1.0,41,1,0.0,0.0,0.0
fashion-mnist,sign_flip,1.0,45,1,0.0,0.0,0.0
fashion-mnist,sign_flip,1.0,46,1,1.0,1.0,0.0
fashion-mnist,sign_flip,1.0,47,2,1.0,1.0,0.0
fashion-mnist,sign_flip,1.0,48,1,1.0,1.0,0.0
fashion-mnist,sign_flip,1.0,49,1,0.0,0.0,0.0
fashion-mnist,sign_flip,1.0,50,1,1.0,1.0,0.0
fashion-mnist,slow_poison,0.1,11,2,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,12,4,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,13,4,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,14,3,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,15,2,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,16,2,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,17,3,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,18,3,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,19,3,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,20,3,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,21,3,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,22,4,1.0,1.0,0.0
fashion-mnist,slow_poison,0.1,23,4,1.0,1.0,0.0
fashion-mnist,slow_poison,0.1,24,4,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,25,2,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,26,2,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,27,4,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,28,4,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,29,6,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,30,3,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,31,3,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,33,2,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,34,2,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,35,4,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,36,2,1.0,1.0,0.0
fashion-mnist,slow_poison,0.1,37,4,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,38,5,1.0,1.0,0.0
fashion-mnist,slow_poison,0.1,39,3,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,40,4,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,41,5,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,42,3,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,43,3,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,44,2,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,45,4,1.0,1.0,0.0
fashion-mnist,slow_poison,0.1,46,3,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,47,4,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,48,2,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,49,5,0.0,0.0,0.0
fashion-mnist,slow_poison,0.1,50,1,0.0,0.0,0.0
fashion-mnist,slow_poison,0.25,13,1,0.0,0.0,0.0
fashion-mnist,slow_poison,0.25,18,1,0.0,0.0,0.0
fashion-mnist,slow_poison,0.25,20,2,0.0,0.0,0.0
fashion-mnist,slow_poison,0.25,22,3,0.0,0.0,0.0
fashion-mnist,slow_poison,0.25,23,1,1.0,0.0,1.0
fashion-mnist,slow_poison,0.25,24,1,0.0,0.0,0.0
fashion-mnist,slow_poison,0.25,25,1,1.0,0.0,1.0
fashion-mnist,slow_poison,0.25,26,1,0.0,0.0,0.0
fashion-mnist,slow_poison,0.25,27,2,0.0,0.0,0.0
fashion-mnist,slow_poison,0.25,30,1,0.0,0.0,0.0
fashion-mnist,slow_poison,0.25,32,1,0.0,0.0,0.0
fashion-mnist,slow_poison,0.25,34,1,0.0,0.0,0.0
fashion-mnist,slow_poison,0.25,35,1,0.0,0.0,0.0
fashion-mnist,slow_poison,0.25,36,1,0.0,0.0,0.0
fashion-mnist,slow_poison,0.25,38,1,0.0,0.0,0.0
fashion-mnist,slow_poison,0.25,40,1,0.0,0.0,0.0
fashion-mnist,slow_poison,0.25,43,1,0.0,0.0,0.0
fashion-mnist,slow_poison,0.25,44,1,0.0,0.0,0.0
fashion-mnist,slow_poison,0.25,47,1,0.0,0.0,0.0
fashion-mnist,slow_poison,0.5,11,1,1.0,1.0,0.0
fashion-mnist,slow_poison,0.5,12,1,1.0,1.0,0.0
fashion-mnist,slow_poison,0.5,13,2,1.0,1.0,0.0
fashion-mnist,slow_poison,0.5,14,2,2.0,2.0,0.0
fashion-mnist,slow_poison,0.5,16,1,1.0,1.0,0.0
fashion-mnist,slow_poison,0.5,18,1,1.0,1.0,0.0
fashion-mnist,slow_poison,0.5,19,1,1.0,1.0,0.0
fashion-mnist,slow_poison,0.5,20,2,1.0,1.0,0.0
fashion-mnist,slow_poison,0.5,21,1,1.0,1.0,0.0
fashion-mnist,slow_poison,0.5,22,1,1.0,1.0,0.0
fashion-mnist,slow_poison,0.5,25,1,1.0,1.0,0.0
fashion-mnist,slow_poison,0.5,27,1,1.0,1.0,0.0
fashion-mnist,slow_poison,0.5,30,1,0.0,0.0,0.0
fashion-mnist,slow_poison,0.5,31,2,2.0,2.0,0.0
fashion-mnist,slow_poison,0.5,32,1,1.0,1.0,0.0
fashion-mnist,slow_poison,0.5,33,2,2.0,2.0,0.0
fashion-mnist,slow_poison,0.5,34,2,1.0,1.0,0.0
fashion-mnist,slow_poison,0.5,35,1,1.0,1.0,0.0
fashion-mnist,slow_poison,0.5,36,1,1.0,1.0,0.0
fashion-mnist,slow_poison,0.5,37,2,2.0,2.0,0.0
fashion-mnist,slow_poison,0.5,38,1,1.0,1.0,0.0
fashion-mnist,slow_poison,0.5,40,1,1.0,1.0,0.0
fashion-mnist,slow_poison,0.5,42,1,1.0,1.0,0.0
fashion-mnist,slow_poison,0.5,43,5,1.0,1.0,0.0
fashion-mnist,slow_poison,0.5,44,1,1.0,1.0,0.0
fashion-mnist,slow_poison,0.5,45,2,2.0,2.0,0.0
fashion-mnist,slow_poison,0.5,49,2,2.0,2.0,0.0
fashion-mnist,slow_poison,0.5,50,1,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,11,4,0.0,0.0,0.0
fashion-mnist,slow_poison,1.0,12,4,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,13,8,0.0,0.0,0.0
fashion-mnist,slow_poison,1.0,14,2,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,15,1,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,16,3,0.0,0.0,0.0
fashion-mnist,slow_poison,1.0,17,2,2.0,2.0,0.0
fashion-mnist,slow_poison,1.0,18,1,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,19,1,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,20,6,0.0,0.0,0.0
fashion-mnist,slow_poison,1.0,21,1,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,22,3,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,23,7,2.0,2.0,0.0
fashion-mnist,slow_poison,1.0,25,1,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,26,6,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,27,1,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,28,1,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,29,8,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,30,1,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,31,2,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,32,3,0.0,0.0,0.0
fashion-mnist,slow_poison,1.0,33,2,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,34,1,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,35,3,2.0,1.0,1.0
fashion-mnist,slow_poison,1.0,36,2,0.0,0.0,0.0
fashion-mnist,slow_poison,1.0,38,6,0.0,0.0,0.0
fashion-mnist,slow_poison,1.0,39,9,0.0,0.0,0.0
fashion-mnist,slow_poison,1.0,41,7,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,43,8,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,45,5,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,47,1,0.0,0.0,0.0
fashion-mnist,slow_poison,1.0,48,5,1.0,1.0,0.0
fashion-mnist,slow_poison,1.0,50,3,0.0,0.0,0.0
